,cluster,crop_sales___output,y4_hhid,land_surface,number_of_tools_owned___policy,crop_diversification___policy,number_of_days_hired_workers___policy,household_head_is_monogamous
750,0,90000.0,220000000.0,1.8000000119209,7.0,6.0,0.0,1.0
751,2,310500.0,220000000.0,4.5,3.0,6.0,93.0,1.0
752,0,15000.0,220000000.0,1.3499999940395,3.0,5.0,0.0,1.0
753,2,220000.0,220000000.0,7.0,4.0,8.0,0.0,1.0
754,0,290000.0,220000000.0,1.2000000178813999,11.0,5.0,32.0,1.0
755,0,17600.0,220000000.0,1.0,4.0,3.0,22.0,1.0
756,0,200000.0,220000000.0,1.5,2.0,6.0,24.0,0.0
757,2,60000.0,220000000.0,6.5,9.0,9.0,28.0,1.0
758,3,216012.0,220000000.0,5.0,14.0,8.0,2.0,0.0
759,2,1150000.0,220000000.0,6.0,7.0,13.0,26.0,1.0
760,0,800000.0,220000000.0,2.0,7.0,5.0,45.0,1.0
761,2,107000.0,220000000.0,5.0,2.0,8.0,8.0,1.0
762,0,1020000.0,220000000.0,1.5,3.0,2.0,0.0,1.0
763,0,117000.0,220000000.0,1.8000000119209,3.0,3.0,15.0,1.0
764,2,1362000.0,220000000.0,5.25,7.0,12.0,6.0,1.0
765,0,692000.0,220000000.0,3.960000038147,2.0,5.0,3.0,1.0
766,0,7500.0,220000000.0,4.0,3.0,4.0,0.0,1.0
767,0,393.0,220000000.0,2.0,11.0,2.0,3.0,1.0
768,0,8000.0,220000000.0,2.0,5.0,6.0,0.0,0.0
769,2,135000.0,220000000.0,5.0,6.0,4.0,20.0,1.0
770,0,300000.0,220000000.0,2.0000000298023,3.0,5.0,0.0,1.0
771,2,2062000.0,220000000.0,2.8000000119208996,9.0,11.0,81.0,0.0
772,0,163000.0,220000000.0,2.0,8.0,4.0,0.0,1.0
773,2,64000.0,220000000.0,7.200000047683701,7.0,5.0,0.0,1.0
774,0,20000.0,220000000.0,2.0,3.0,6.0,0.0,1.0
775,0,16000.0,220000000.0,2.6999999880791004,1.0,3.0,0.0,1.0
776,0,500000.0,220000000.0,1.5,2.0,4.0,40.0,1.0
777,0,5000.0,220000000.0,1.8000000119209,4.0,3.0,4.0,0.0
778,0,200000.0,230000000.0,2.1999999880791,2.0,6.0,0.0,1.0
779,0,90000.0,230000000.0,2.0,3.0,2.0,0.0,1.0
780,2,160000.0,230000000.0,7.5,5.0,7.0,150.0,0.0
781,2,675000.0,230000000.0,3.2000000029802003,7.0,5.0,12.0,1.0
782,2,400000.0,230000000.0,2.8999999761581003,8.0,5.0,7.0,1.0
783,1,144000.0,230000000.0,2.1499999761581,4.0,7.0,0.0,1.0
784,1,18000.0,230000000.0,2.0,9.0,8.0,0.0,1.0
785,3,3404000.0,230000000.0,7.3999999761580995,13.0,7.0,8.0,1.0
786,1,250.0,230000000.0,3.0,4.0,7.0,5.0,1.0
787,0,280000.0,230000000.0,2.0,2.0,6.0,4.0,0.0
788,0,76000.0,230000000.0,3.0,2.0,4.0,0.0,0.0
789,2,90000.0,230000000.0,7.5,4.0,4.0,1.0,1.0
790,0,45000.0,230000000.0,1.6999999880791,3.0,5.0,0.0,1.0
791,2,360000.0,230000000.0,7.3000000119209005,8.0,7.0,11.0,1.0
792,0,133000.0,230000000.0,4.5,2.0,3.0,0.0,1.0
793,0,156000.0,230000000.0,1.5,2.0,4.0,0.0,1.0
794,0,200000.0,230000000.0,2.0,5.0,6.0,0.0,1.0
795,0,72000.0,230000000.0,2.0,2.0,2.0,4.0,1.0
796,2,514200.0,230000000.0,5.9000000059605,7.0,9.0,14.0,0.0
797,0,1894000.0,230000000.0,3.5,3.0,5.0,12.0,1.0
798,0,570000.0,230000000.0,1.0,5.0,4.0,0.0,1.0
799,0,72000.0,230000000.0,2.5,5.0,5.0,0.0,1.0
800,2,98000.0,230000000.0,2.75,8.0,6.0,0.0,1.0
801,0,405000.0,230000000.0,1.25,2.0,4.0,72.0,1.0
802,2,100000.0,230000000.0,4.0,3.0,7.0,14.0,1.0
803,0,25000.0,240000000.0,3.0,3.0,5.0,0.0,1.0
804,0,22000.0,240000000.0,2.1800000071526,6.0,5.0,2.0,0.0
805,2,75000.0,240000000.0,5.25,6.0,5.0,4.0,1.0
806,1,144000.0,240000000.0,1.5500000007451,6.0,11.0,0.0,0.0
807,1,300000.0,240000000.0,1.0,4.0,10.0,0.0,0.0
808,0,25000.0,240000000.0,1.5,4.0,5.0,0.0,1.0
809,1,220000.0,240000000.0,1.0060000000522,2.0,8.0,0.0,1.0
810,0,200000.0,240000000.0,4.0,4.0,3.0,35.0,0.0
811,0,95000.0,240000000.0,0.80000001192093,3.0,5.0,0.0,1.0
812,0,195000.0,240000000.0,4.0,3.0,4.0,0.0,1.0
813,0,50000.0,240000000.0,0.20000000298023,1.0,3.0,0.0,1.0
814,0,4500.0,240000000.0,0.6000000089406999,3.0,3.0,0.0,0.0
815,0,57000.0,240000000.0,3.5459534414117733,6.0,2.0,6.980124929017603,1.0
816,0,50000.0,240000000.0,1.5,11.0,4.0,4.0,1.0
817,1,47000.0,240000000.0,2.4750000238419,5.0,19.0,0.0,1.0
818,0,45000.0,240000000.0,3.5459534414117733,4.0,2.0,6.980124929017603,1.0
819,0,900000.0,240000000.0,2.0,3.0,6.0,0.0,1.0
820,0,60000.0,240000000.0,1.0,5.0,7.0,0.0,0.0
821,1,26000.0,240000000.0,2.0,7.0,13.0,0.0,1.0
822,2,3000.0,240000000.0,5.5,10.0,11.0,0.0,0.0
823,1,25000.0,240000000.0,2.0,2.0,8.0,0.0,1.0
824,1,888000.0,240000000.0,1.3499999940395,9.0,12.0,0.0,0.0
825,0,10000.0,240000000.0,1.1000000238418999,7.0,3.0,0.0,1.0
826,0,30000.0,240000000.0,0.25,2.0,2.0,0.0,1.0
827,1,75000.0,240000000.0,1.0,5.0,9.0,5.0,1.0
828,1,186000.0,240000000.0,1.5,4.0,11.0,10.0,1.0
829,1,72000.0,240000000.0,1.25,2.0,9.0,10.0,1.0
830,0,150000.0,240000000.0,0.5,9.0,3.0,0.0,1.0
831,0,450000.0,240000000.0,1.0,4.0,4.0,0.0,1.0
832,0,520000.0,240000000.0,2.0,11.0,5.0,0.0,1.0
833,1,148000.0,240000000.0,1.2400000058115,6.0,8.0,7.0,1.0
834,0,1050000.0,240000000.0,0.5,1.0,5.0,0.0,1.0
835,0,767000.0,240000000.0,1.6500000357628,4.0,5.0,0.0,1.0
836,0,100000.0,240000000.0,1.0,4.0,6.0,0.0,1.0
837,0,36000.0,240000000.0,1.0,7.0,3.0,0.0,1.0
838,0,234000.0,240000000.0,3.0,1.0,4.0,28.0,1.0
839,1,150000.0,240000000.0,0.875,3.0,11.0,0.0,1.0
840,1,16000.0,240000000.0,1.625,3.0,14.0,10.0,1.0
841,2,90000.0,240000000.0,2.7500000149012,10.0,20.0,3.0,1.0
842,1,24000.0,240000000.0,2.3950000107287996,6.0,19.0,9.0,1.0
843,0,52000.0,240000000.0,0.625,7.0,6.0,8.0,1.0
844,1,1170000.0,240000000.0,1.4000000059605,7.0,12.0,38.0,1.0
845,1,55500.0,240000000.0,1.4499999880791,2.0,8.0,0.0,1.0
846,1,10000.0,240000000.0,1.5,6.0,8.0,4.0,1.0
847,0,32000.0,250000000.0,2.0,4.0,4.0,6.980124929017603,1.0
848,2,500000.0,250000000.0,6.0,6.0,3.0,11.0,1.0
849,0,20000.0,250000000.0,1.0,5.0,2.0,6.980124929017603,0.0
850,0,190000.0,250000000.0,2.0,5.0,2.0,6.0,1.0
851,2,225000.0,250000000.0,6.0,5.0,2.0,6.980124929017603,1.0
852,0,8000.0,250000000.0,4.1100000143051,7.0,3.0,8.0,0.0
853,1,3000000.0,250000000.0,2.8700000047684,6.0,14.0,20.0,0.0
854,1,8000.0,250000000.0,1.0,12.0,10.0,0.0,1.0
855,1,1050000.0,250000000.0,1.6999999880791,3.0,11.0,0.0,0.0
856,2,24000.0,250000000.0,3.1500000059605004,7.0,27.0,0.0,0.0
857,0,100000.0,250000000.0,1.6000000238418999,3.0,7.0,6.0,1.0
858,0,190000.0,250000000.0,1.4900000095366999,5.0,6.0,0.0,1.0
859,1,203000.0,250000000.0,1.5,9.0,9.0,6.0,0.0
860,2,200000.0,250000000.0,4.375,7.0,18.0,7.0,0.0
861,0,20000.0,250000000.0,3.5459534414117733,3.0,3.0,6.980124929017603,0.0
862,1,120000.0,250000000.0,2.75,7.0,10.0,2.0,0.0
863,1,100000.0,250000000.0,1.25,12.0,7.0,0.0,0.0
864,1,15000.0,250000000.0,2.0000000298023,3.0,7.0,0.0,0.0
865,2,440000.0,250000000.0,4.5,7.0,11.0,0.0,0.0
866,0,200000.0,250000000.0,0.5,3.0,5.0,0.0,1.0
867,2,1108000.0,250000000.0,6.0,6.0,16.0,0.0,1.0
868,1,12500.0,250000000.0,3.0,2.0,8.0,0.0,1.0
869,1,940000.0,250000000.0,2.0,6.0,9.0,0.0,1.0
870,3,1440000.0,250000000.0,6.5,9.0,20.0,0.0,1.0
871,2,9628700.0,250000000.0,3.75,8.0,24.0,0.0,1.0
872,2,4240000.0,250000000.0,9.0,7.0,13.0,0.0,1.0
873,1,520000.0,250000000.0,1.2500000149011998,9.0,13.0,0.0,1.0
874,1,780000.0,250000000.0,1.25,3.0,9.0,0.0,1.0
875,2,980000.0,250000000.0,3.4000000357628,3.0,12.0,4.0,1.0
876,1,180000.0,250000000.0,1.7000000029802,3.0,11.0,0.0,1.0
877,2,600000.0,250000000.0,3.7400000095367,5.0,12.0,0.0,0.0
878,1,2640000.0,250000000.0,1.9599999934435002,4.0,10.0,19.0,1.0
879,0,96000.0,250000000.0,1.0,4.0,6.0,0.0,1.0
880,2,530000.0,250000000.0,4.4000000059605,6.0,12.0,23.0,1.0
881,3,2460000.0,250000000.0,5.25,16.0,12.0,56.0,1.0
882,3,1164000.0,250000000.0,4.0,20.0,8.0,10.0,1.0
883,2,2400000.0,250000000.0,6.0,6.0,16.0,0.0,1.0
884,1,1120000.0,250000000.0,2.5,4.0,9.0,0.0,1.0
885,2,980000.0,260000000.0,4.5,4.0,8.0,15.0,1.0
886,1,440000.0,260000000.0,1.8000000044703002,6.0,8.0,0.0,1.0
887,0,12000.0,260000000.0,0.40000000596046,3.0,6.0,0.0,1.0
888,2,336000.0,260000000.0,11.0,7.0,8.0,0.0,1.0
889,0,800000.0,260000000.0,0.60000002384186,2.0,8.0,22.0,1.0
890,0,100000.0,260000000.0,0.50000000745058,2.0,7.0,7.0,1.0
891,3,5400000.0,260000000.0,12.5,11.0,17.0,5.0,1.0
892,2,750000.0,260000000.0,12.0,6.0,14.0,0.0,0.0
893,1,100000.0,260000000.0,2.2000000029802003,3.0,10.0,0.0,1.0
894,1,2020000.0,260000000.0,2.25,8.0,14.0,3.0,0.0
895,1,1580000.0,260000000.0,2.8000000268221004,5.0,9.0,12.0,1.0
896,0,45000.0,260000000.0,0.50000000745058,1.0,7.0,0.0,1.0
897,2,320000.0,260000000.0,3.25,9.0,11.0,2.0,1.0
898,0,168000.0,260000000.0,0.25,3.0,4.0,0.0,1.0
899,0,1500000.0,260000000.0,1.0,4.0,3.0,0.0,1.0
900,3,2320000.0,260000000.0,2.5,16.0,8.0,47.0,0.0
901,1,268000.0,260000000.0,2.2000000178814,3.0,12.0,0.0,1.0
902,3,2040000.0,260000000.0,5.25,20.0,8.0,5.0,1.0
903,1,2008000.0,260000000.0,2.0000000149012,6.0,14.0,0.0,1.0
904,2,2100000.0,260000000.0,10.900000005959999,5.0,9.0,0.0,1.0
905,0,100000.0,260000000.0,0.40000000596046,4.0,5.0,0.0,1.0
906,0,150000.0,260000000.0,0.5,1.0,4.0,0.0,1.0
907,2,120000.0,260000000.0,6.0,8.0,6.0,0.0,1.0
908,2,1900000.0,260000000.0,3.5000000149012,9.0,12.0,26.0,1.0
909,2,200000.0,260000000.0,5.5,7.0,8.0,0.0,0.0
910,1,960000.0,260000000.0,2.0,3.0,7.0,0.0,1.0
911,0,160000.0,260000000.0,1.7000000029802,6.0,6.0,11.0,1.0
912,1,720000.0,260000000.0,1.7999999523163,7.0,9.0,0.0,1.0
913,3,1600000.0,260000000.0,6.0,15.0,7.0,0.0,1.0
914,3,60000.0,260000000.0,6.0,11.0,10.0,0.0,1.0
915,0,20000.0,260000000.0,1.0,3.0,5.0,0.0,1.0
916,0,400000.0,260000000.0,1.0000000074506,5.0,5.0,0.0,1.0
917,0,900000.0,260000000.0,1.0,3.0,4.0,0.0,1.0
918,1,2350000.0,260000000.0,1.75,6.0,8.0,0.0,1.0
919,0,60000.0,260000000.0,2.8000000119208996,2.0,6.0,0.0,1.0
920,1,60000.0,260000000.0,2.1000000238419,6.0,10.0,0.0,1.0
921,0,120000.0,260000000.0,1.8000000715256,3.0,1.0,6.980124929017603,1.0
922,2,135000.0,260000000.0,2.8000000268221004,8.0,15.0,0.0,0.0
923,1,1582000.0,260000000.0,3.0000000074506,5.0,17.0,0.0,1.0
924,0,60000.0,260000000.0,1.5,1.0,6.0,0.0,1.0
925,3,270000.0,260000000.0,7.5,11.0,17.0,0.0,1.0
926,2,1140000.0,260000000.0,4.0,6.0,20.0,0.0,1.0
927,0,72000.0,260000000.0,3.5459534414117733,4.0,4.0,6.980124929017603,1.0
928,1,21000.0,260000000.0,3.0000000149012,4.0,15.0,0.0,1.0
929,1,2340000.0,260000000.0,2.0,6.0,8.0,0.0,1.0
930,2,220000.0,260000000.0,4.0,5.0,15.0,0.0,1.0
931,0,1120000.0,260000000.0,0.5,3.0,6.0,0.0,1.0
932,2,1000000.0,260000000.0,6.8000000193715,8.0,14.0,0.0,1.0
933,1,396000.0,260000000.0,2.200000077486,4.0,8.0,0.0,1.0
934,2,3000000.0,260000000.0,5.25,6.0,18.0,0.0,1.0
935,2,372000.0,260000000.0,7.0,4.0,12.0,49.0,1.0
936,1,190000.0,260000000.0,1.4000000208616001,3.0,9.0,0.0,1.0
937,1,230000.0,260000000.0,2.75,5.0,8.0,0.0,1.0
938,0,60000.0,260000000.0,1.1700000017881003,4.0,6.0,0.0,1.0
939,1,584000.0,260000000.0,3.0,4.0,14.0,0.0,1.0
940,1,640000.0,260000000.0,2.0,6.0,8.0,14.0,0.0
941,2,21300000.0,260000000.0,5.000000007450599,4.0,14.0,0.0,0.0
942,1,10000.0,260000000.0,2.5,3.0,12.0,0.0,1.0
943,0,96000.0,260000000.0,1.0,4.0,4.0,0.0,1.0
944,3,9068000.0,260000000.0,14.0,14.0,14.0,0.0,0.0
945,3,1040000.0,260000000.0,3.0,16.0,13.0,0.0,1.0
946,2,216000.0,260000000.0,3.1999999880791004,5.0,11.0,0.0,1.0
947,0,150000.0,260000000.0,3.5459534414117733,1.0,1.0,6.980124929017603,1.0
948,0,60000.0,270000000.0,1.1000000014901001,5.0,4.0,42.0,1.0
949,0,480000.0,270000000.0,0.70000002533197,7.0,2.0,17.0,1.0
950,0,102000.0,270000000.0,0.20000000298023,3.0,4.0,0.0,1.0
951,2,680000.0,270000000.0,4.4500000029802,6.0,11.0,0.0,1.0
952,1,60000.0,270000000.0,1.0500000119209,5.0,11.0,18.0,1.0
953,1,50000.0,270000000.0,0.40000000596046,3.0,9.0,0.0,1.0
954,1,120000.0,270000000.0,0.70000001043081,4.0,9.0,24.0,1.0
955,0,40000.0,270000000.0,1.3000000268221001,5.0,6.0,0.0,1.0
956,0,130000.0,270000000.0,1.0,6.0,7.0,0.0,1.0
957,0,940000.0,270000000.0,0.5,13.0,4.0,0.0,1.0
958,2,103000.0,270000000.0,5.400000020861599,6.0,8.0,0.0,1.0
959,2,90000.0,270000000.0,4.75,6.0,17.0,0.0,1.0
960,1,500000.0,270000000.0,3.0,2.0,9.0,0.0,1.0
961,1,50000.0,270000000.0,0.6000000089406999,3.0,9.0,0.0,1.0
962,1,160000.0,270000000.0,2.5,1.0,7.0,0.0,1.0
963,1,106000.0,270000000.0,2.9000000134109998,4.0,17.0,0.0,1.0
964,1,750000.0,270000000.0,1.9500000029802,9.0,12.0,0.0,1.0
965,3,360000.0,270000000.0,2.0,14.0,14.0,0.0,1.0
966,2,300000.0,270000000.0,4.0,6.0,14.0,0.0,1.0
967,1,240000.0,270000000.0,1.9000000655651,1.0,13.0,0.0,1.0
968,2,360000.0,270000000.0,3.6999999433756,6.0,13.0,0.0,1.0
969,1,300000.0,270000000.0,1.75,3.0,14.0,0.0,1.0
970,1,1200000.0,270000000.0,1.5,3.0,8.0,0.0,1.0
971,0,1000000.0,270000000.0,2.5,6.0,6.0,0.0,1.0
972,0,20000.0,270000000.0,1.5,3.0,6.0,0.0,1.0
973,0,1160000.0,270000000.0,1.0,4.0,7.0,0.0,1.0
974,1,800000.0,270000000.0,2.0000000074506,6.0,9.0,0.0,1.0
975,2,300000.0,280000000.0,6.75,3.0,6.0,0.0,1.0
976,2,3260000.0,280000000.0,4.5,4.0,10.0,0.0,1.0
977,2,370000.0,280000000.0,3.5500000044703,7.0,9.0,0.0,0.0
978,1,120000.0,280000000.0,1.5,4.0,7.0,0.0,1.0
979,1,982000.0,280000000.0,3.0,3.0,12.0,0.0,1.0
980,1,2770000.0,280000000.0,2.75,2.0,14.0,0.0,1.0
981,2,499000.0,280000000.0,9.0,1.0,14.0,0.0,1.0
982,2,960000.0,280000000.0,7.5,3.0,13.0,0.0,1.0
983,2,2540000.0,280000000.0,3.0,10.0,9.0,0.0,1.0
984,2,360000.0,280000000.0,2.8799999356269996,7.0,6.0,0.0,0.0
985,0,105000.0,280000000.0,1.75,3.0,3.0,6.980124929017603,1.0
986,2,42000.0,280000000.0,4.0,9.0,9.0,0.0,0.0
987,2,504000.0,280000000.0,4.0,5.0,11.0,0.0,1.0
988,0,960000.0,280000000.0,3.0,4.0,5.0,0.0,1.0
989,2,690000.0,280000000.0,7.600000001490099,4.0,18.0,0.0,0.0
990,3,393000.0,280000000.0,8.0000000149012,9.0,16.0,0.0,0.0
991,2,240000.0,280000000.0,10.899999834597,3.0,12.0,0.0,0.0
992,0,780000.0,280000000.0,2.0,5.0,4.0,0.0,0.0
993,2,2348000.0,280000000.0,4.25,4.0,12.0,0.0,1.0
994,1,2160000.0,280000000.0,2.5,4.0,9.0,0.0,1.0
995,3,720000.0,280000000.0,12.0,10.0,12.0,0.0,0.0
996,2,312000.0,280000000.0,4.0,3.0,7.0,0.0,1.0
997,1,3800000.0,280000000.0,2.25,10.0,11.0,0.0,1.0
998,2,4400000.0,280000000.0,6.0,8.0,15.0,0.0,1.0
999,0,116000.0,280000000.0,1.0,9.0,4.0,0.0,1.0
1000,2,1000000.0,280000000.0,6.5,6.0,12.0,0.0,1.0
1001,2,460000.0,280000000.0,3.5,3.0,13.0,0.0,0.0
1002,2,4125000.0,280000000.0,7.3000000119209005,7.0,8.0,0.0,1.0
1003,3,1100000.0,280000000.0,6.5,10.0,15.0,0.0,1.0
1004,1,710000.0,280000000.0,2.5,2.0,12.0,0.0,1.0
1005,2,618000.0,280000000.0,3.3500000089407003,6.0,14.0,0.0,0.0
1006,0,3800000.0,280000000.0,2.0,7.0,4.0,0.0,1.0
1007,2,2080000.0,280000000.0,4.0,4.0,12.0,0.0,1.0
1008,3,3130000.0,280000000.0,8.0,11.0,7.0,0.0,1.0
1009,2,1600000.0,280000000.0,5.75,4.0,10.0,0.0,1.0
1010,0,250000.0,280000000.0,0.5,3.0,8.0,0.0,1.0
1011,2,80000.0,280000000.0,3.5,4.0,10.0,0.0,1.0
1012,1,620000.0,280000000.0,2.5,5.0,16.0,0.0,1.0
1013,1,200000.0,280000000.0,1.25,4.0,10.0,0.0,1.0
1014,0,130000.0,280000000.0,1.4000000208616001,4.0,7.0,6.980124929017603,1.0
1015,2,800000.0,280000000.0,4.25,8.0,12.0,0.0,1.0
1016,2,239500.0,280000000.0,4.0500000342727,8.0,17.0,0.0,0.0
1017,0,1360000.0,280000000.0,0.7500000298023201,4.0,5.0,0.0,1.0
1018,2,740000.0,280000000.0,4.5,9.0,12.0,4.0,1.0
1019,1,108000.0,290000000.0,2.6000000834465,3.0,11.0,4.0,1.0
1020,0,6000.0,290000000.0,1.1000000014901001,5.0,7.0,3.0,1.0
1021,1,240000.0,290000000.0,1.6500000208616001,3.0,12.0,0.0,1.0
1022,1,35000.0,290000000.0,1.5000000447035,3.0,13.0,0.0,1.0
1023,2,80000.0,290000000.0,8.0000001192093,7.0,10.0,0.0,1.0
1024,1,24000.0,290000000.0,0.60000001639128,2.0,10.0,14.0,0.0
1025,1,340000.0,290000000.0,0.75000000745058,2.0,8.0,50.0,1.0
1026,0,150000.0,290000000.0,0.90000001341105,2.0,5.0,0.0,1.0
1027,2,4821000.0,290000000.0,5.8000000119209005,3.0,12.0,22.0,0.0
1028,0,15000.0,290000000.0,0.60000002384186,1.0,3.0,0.0,0.0
1029,1,240000.0,290000000.0,1.2000000402331001,3.0,8.0,0.0,1.0
1030,2,1160000.0,290000000.0,2.75,12.0,5.0,11.0,1.0
1031,1,600000.0,290000000.0,1.0,11.0,14.0,0.0,1.0
1032,1,690000.0,290000000.0,1.75,5.0,11.0,0.0,1.0
1033,1,360000.0,290000000.0,2.5,6.0,10.0,0.0,1.0
1034,2,200000.0,290000000.0,5.5,3.0,13.0,0.0,1.0
1035,3,6300000.0,290000000.0,2.0000000149012,23.0,10.0,26.0,0.0
1036,1,50000.0,290000000.0,0.80000002682209,7.0,9.0,10.0,0.0
1037,3,60000.0,290000000.0,4.129999935627,12.0,10.0,0.0,1.0
1038,0,400000.0,290000000.0,1.0,5.0,5.0,0.0,1.0
1039,0,2400000.0,290000000.0,1.3000000268221001,5.0,4.0,22.0,1.0
1040,3,400000.0,290000000.0,10.0,13.0,10.0,0.0,1.0
1041,1,150000.0,290000000.0,2.0,4.0,8.0,0.0,0.0
1042,3,1300000.0,290000000.0,8.0,15.0,8.0,24.0,1.0
1043,3,2700000.0,290000000.0,4.1000000014901,17.0,9.0,114.0,1.0
1044,0,80000.0,300000000.0,1.5,3.0,4.0,0.0,1.0
1045,2,900000.0,300000000.0,2.5,11.0,7.0,0.0,1.0
1046,1,240000.0,300000000.0,1.6500000059605,2.0,8.0,12.0,1.0
1047,1,320000.0,300000000.0,1.5,4.0,7.0,0.0,1.0
1048,1,40000.0,300000000.0,1.1000000089407,2.0,8.0,0.0,1.0
1049,1,948000.0,300000000.0,1.0000000223516998,4.0,13.0,0.0,0.0
1050,0,170000.0,300000000.0,3.5459534414117733,2.0,2.0,6.980124929017603,1.0
1051,1,1650000.0,300000000.0,2.5,7.0,7.0,4.0,1.0
1052,1,120000.0,300000000.0,2.650000013411,3.0,13.0,23.0,1.0
1053,1,140000.0,300000000.0,1.3000000193715,4.0,9.0,0.0,1.0
1054,0,140000.0,300000000.0,1.0,3.0,7.0,0.0,1.0
1055,0,240000.0,300000000.0,1.0000000298023,3.0,7.0,18.0,1.0
1056,1,400000.0,300000000.0,2.400000013411,6.0,14.0,0.0,0.0
1057,1,64000.0,300000000.0,2.0,4.0,11.0,1.0,1.0
1058,1,128000.0,300000000.0,2.3000000715256,4.0,10.0,0.0,1.0
1059,0,15000.0,300000000.0,3.5459534414117733,1.0,2.0,11.0,1.0
1060,2,1320000.0,300000000.0,5.0,5.0,10.0,50.0,1.0
1061,1,638000.0,300000000.0,1.2500000149011998,5.0,8.0,26.0,1.0
1062,1,1120000.0,300000000.0,1.7500000074506,4.0,10.0,0.0,1.0
1063,1,80000.0,300000000.0,1.0000000074506,4.0,12.0,0.0,1.0
1064,1,162000.0,300000000.0,1.6500000357628,4.0,11.0,35.0,1.0
1065,1,992000.0,300000000.0,2.0,4.0,10.0,32.0,1.0
1066,2,480000.0,300000000.0,3.0,6.0,11.0,0.0,1.0
1067,1,1240000.0,300000000.0,1.3000000119208999,7.0,9.0,0.0,1.0
1068,1,300000.0,300000000.0,2.8000000119208996,6.0,16.0,0.0,1.0
1069,1,4086000.0,300000000.0,2.8000000193715002,3.0,16.0,31.0,1.0
1070,0,400000.0,300000000.0,2.0,4.0,6.0,0.0,1.0
1071,0,21000.0,300000000.0,1.3000000119208999,4.0,6.0,0.0,1.0
1072,3,6796000.0,300000000.0,11.699999988079,8.0,16.0,0.0,1.0
1073,1,1700000.0,300000000.0,2.2000000476837003,6.0,12.0,0.0,1.0
1074,2,2720000.0,300000000.0,4.0,9.0,6.0,70.0,1.0
1075,2,280000.0,300000000.0,3.6999999284744,4.0,9.0,0.0,0.0
1076,3,5680000.0,300000000.0,3.5,16.0,16.0,45.0,1.0
1077,2,2300000.0,300000000.0,2.4999999850987997,12.0,13.0,56.0,1.0
1078,0,60000.0,300000000.0,3.5459534414117733,4.0,2.0,7.0,1.0
1079,0,350000.0,300000000.0,1.0,6.0,3.0,0.0,1.0
1080,2,10900000.0,300000000.0,9.5,5.0,9.0,0.0,1.0
1081,3,13200000.0,300000000.0,15.0,30.0,12.0,4.0,1.0
1082,2,11000000.0,300000000.0,5.0,10.0,5.0,0.0,1.0
1083,2,4980000.0,300000000.0,4.6000000163913,8.0,16.0,16.0,1.0
1084,1,1160000.0,300000000.0,1.6000000089407,4.0,10.0,32.0,1.0
1085,0,150000.0,300000000.0,0.75000001490116,4.0,7.0,0.0,1.0
1086,1,960000.0,300000000.0,0.60000000149012,6.0,10.0,0.0,0.0
1087,1,520000.0,300000000.0,0.6000000089406999,4.0,12.0,8.0,0.0
1088,2,3640000.0,300000000.0,2.6499999761581,9.0,16.0,0.0,0.0
1089,2,3532000.0,300000000.0,3.3499999940394996,10.0,15.0,20.0,1.0
1090,1,1300000.0,300000000.0,1.2500000372528999,7.0,9.0,0.0,0.0
1091,1,330000.0,300000000.0,1.75,6.0,10.0,0.0,1.0
1092,0,4000.0,300000000.0,0.5,2.0,4.0,0.0,1.0
1093,1,100000.0,300000000.0,1.0000000149011998,7.0,15.0,19.0,1.0
1094,2,410000.0,300000000.0,3.6999999880791004,4.0,14.0,12.0,1.0
1095,1,460000.0,300000000.0,2.0000000149012,5.0,16.0,27.0,1.0
1096,1,380000.0,300000000.0,1.2500000223516998,6.0,8.0,0.0,0.0
1097,0,900000.0,300000000.0,0.50000001490116,3.0,8.0,0.0,1.0
1098,3,5052000.0,300000000.0,5.0,12.0,10.0,13.0,1.0
1099,1,1060000.0,300000000.0,3.0,4.0,9.0,0.0,1.0
1100,0,250000.0,300000000.0,1.25,3.0,7.0,0.0,1.0
1101,0,240000.0,300000000.0,0.25,2.0,2.0,0.0,1.0
1102,2,720000.0,300000000.0,3.4000000953674,11.0,8.0,0.0,1.0
1103,0,200000.0,300000000.0,0.50000000745058,4.0,6.0,0.0,1.0
1104,3,40000.0,300000000.0,3.5459534414117733,16.0,4.0,24.0,0.0
1105,3,6336000.0,300000000.0,2.25,18.0,9.0,24.0,1.0
1106,0,60000.0,300000000.0,1.2000000178813999,4.0,7.0,0.0,0.0
1107,1,360000.0,300000000.0,2.0,7.0,7.0,0.0,1.0
1108,2,1200000.0,300000000.0,12.0,6.0,14.0,0.0,1.0
1109,0,34000.0,300000000.0,0.5,1.0,8.0,0.0,1.0
1110,1,900000.0,300000000.0,1.8999999538064,4.0,9.0,0.0,1.0
1111,0,1000000.0,300000000.0,1.25,6.0,6.0,0.0,1.0
1112,3,1240000.0,300000000.0,6.0,13.0,6.0,0.0,1.0
1113,2,1164000.0,300000000.0,3.0000000149012,9.0,14.0,137.0,1.0
1114,2,516000.0,300000000.0,6.4000000059605,4.0,8.0,0.0,1.0
1115,2,80000.0,300000000.0,4.25,2.0,7.0,7.0,1.0
1116,2,6790000.0,300000000.0,4.5,9.0,18.0,0.0,1.0
1117,2,600000.0,300000000.0,3.0,10.0,12.0,22.0,1.0
1118,2,2980000.0,300000000.0,3.5000000149012,6.0,10.0,6.0,1.0
1119,2,1920000.0,300000000.0,5.6000000238419005,6.0,11.0,12.0,1.0
